objectid,parentid,title,creator,date,date-is-approximate?,description,physicaldescription,subject,location,latitude,longitude,source,type,format,language,rights,rightsstatement,display_template,object_location,identifier,image_small,image_thumb,image_alt_text,object_transcript
wiharchive152,,Letter from Martha Hann to Mrs. Allen,Christopher Crocker,1943-04-22,,"A letter written my Martha (née Russell) Hann of Corner Brook sent to a Mrs. Allen of Kirkmuirhill, Scotland",,Letter,"Corner Brook, NL",48.950001,-57.950001,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1943_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0005_th.jpg,,
wiharchive153,wiharchive152,"Letter from Martha Hann to Mrs. Allen, front",,1943-04-22,,,,,,,,,Text,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0005.jpg,WIHWWII1943_20240901_0005,/objects/small/wihwwii1943_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0005_th.jpg,,
wiharchive154,wiharchive152,"Letter from Martha Hann to Mrs. Allen, back",,1943-04-22,,,,,,,,,Text,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0006.jpg,WIHWWII1943_20240901_0006,/objects/small/wihwwii1943_20240901_0006_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0006_th.jpg,,
wiharchive155,,Letter from W.I. (Bill) Hann to his parents,,1943-05-19,,"A letter written by W.I. (Bill) Hann sent to his parents, Martha (née Russell) and Chesley Hann of Corner Brook [while stationed in Tunis, Tunisia]",1 handwritten letter; black ink on lined yellow paper; 8 pages; 19.5 x 14.5 cm,Letter,"Tunis, Tunisia",36.806389,10.181667,Private family collection,Text,application/pdf,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,/objects/WIHWWII1943_20240901_0007.pdf,WIHWWII1943_20240901_0007,/objects/small/wihwwii1943_20240901_0007_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0007_th.jpg,,
wiharchive156,,Six Newfoundland soldiers,Christopher Crocker,1943,yes,"A photo of six Newfoundland soldiers including W.I. (Bill) Hann (front row, middle), Harold Hann (back row, left), and Victor Hann (back row, right) [taken in Bone, i.e., Annaba, Algeria]",1 black and white photograph; 13 x 9 cm,Photograph,"Annaba, Algeria",36.9,7.76667,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1943_20240901_0008_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0008_th.jpg,,
wiharchive157,wiharchive156,"Six Newfoundland soldiers, front",,1943,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0008.jpg,WIHWWII1943_20240901_0008,objects/small/wihwwii1943_20240901_0008_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0008_th.jpg,,
wiharchive158,wiharchive156,"Six Newfoundland soldiers, back",,1943,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0009.jpg,WIHWWII1943_20240901_0009,objects/small/wihwwii1943_20240901_0009_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0009_th.jpg,,
wiharchive159,,"Newspaper clipping from the Observer's Weekly, October 19, 1943",Christopher Crocker,1943-10-19,,"A captioned photo of six Newfoundland soldiers including W.I. (Bill) Hann (front row, middle), Harold Hann (back row, left), and Victor Hann (back row, right) [taken in Bone, i.e., Annaba, Algeria]",,Newspaper clipping,"Annaba, Algeria",36.9,7.76667,,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1943_20240901_0012.png,WIHWWII1943_20240901_0012,objects/small/wihwwii1943_20240901_0012_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0012_th.jpg,,
wiharchive160,,"Newspaper clipping from the Western Star, October 30, 1943",Christopher Crocker,1943-10-30,,"A newspaper clipping from ""The King's Men"" column in the October 30, 1943 issue of the Western Star",,Newspaper clipping,Italy,41.558134,14.666419,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1943_20240901_0011.png,WIHWWII1943_20240901_0011,objects/small/wihwwii1943_20240901_0011_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0011_th.jpg,,
wiharchive161,,Christmas Card from W.I. (Bill) Hann to Mary Hann,Christopher Crocker,1943-12,yes,"A hand drawn Christmas card sent by W.I. (Bill) Hann [from Italy] to his wife Mary Hann (née Mann) in Glasgow, Scotland",1 hand drawn Christmas card laminated; 29 x 23 cm,Document,Italy,41.558134,14.666419,Private family collection,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1943_20240901_0010.jpg,WIHWWII1943_20240901_0010,objects/small/wihwwii1943_20240901_0010_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0010_th.jpg,,
wiharchive162,,"Newspaper clipping from the Western Star, May 13, 1944",Christopher Crocker,1944-05-13,,"A newspaper clipping from ""The King's Men"" column in the May 13, 1944 issue of the Western Star",,Newspaper clipping,Italy,41.558134,14.666419,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1944_20240901_0012.png,WIHWWII1944_20240901_0012,objects/small/wihwwii1944_20240901_0012_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0012_th.jpg,,
wiharchive163,,Letter from W.I. (Bill) hann to Anthony Eden,Christopher Crocker,1944-06-15,,A letter written by W.I. (Bill) Hann sent to British politician Anthony Eden requesting Eden's help to secure home leave for Newfoundland soldiers,1 typewritten letter; black ink on paper; 28 x 21.5 cm,Letter,Italy,41.558134,14.666419,Private family collection,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1944_20240901_0001.jpg,WIHWWII1944_20240901_0001,objects/small/wihwwii1944_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0001_th.jpg,,
wiharchive164,,Solider standing in front of his tent,Christopher Crocker,1944-06,yes,A photo of an unidentified man standing in front of his tent [taken in Italy],1 black and white photograph; 8.5 x 5 cm,Photograph,Italy,41.558134,14.666419,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1944_20240901_0002_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0002_th.jpg,,
wiharchive165,wiharchive164,"Solider standing in front of his tent, front",,1944-06,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0002.jpg,WIHWWII1944_20240901_0002,objects/small/wihwwii1944_20240901_0002_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0002_th.jpg,,
wiharchive166,wiharchive164,"Solider standing in front of his tent, back",,1944-06,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0003.jpg,WIHWWII1944_20240901_0003,objects/small/wihwwii1944_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0003_th.jpg,,
wiharchive167,,"Newspaper clipping from the Western Star, June 3, 1944",Christopher Crocker,1944-06-03,,"A newspaper clipping from the ""J.J.A.M's. Sports New"" column in the June 3, 1944 issue of the Western Star",,Newspaper clipping,Italy,41.558134,14.666419,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1944_20240901_0015.png,WIHWWII1944_20240901_0015,objects/small/wihwwii1944_20240901_0015_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0015_th.jpg,,
wiharchive168,,"Newspaper clipping from the Western Star, June 10, 1944",Christopher Crocker,1944-06-10,,"A newspaper clipping from ""The King's Men"" column in the June 10, 1944 issue of the Western Star",,Newspaper clipping,Italy,41.558134,14.666419,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1944_20240901_0013.png,WIHWWII1944_20240901_0013,objects/small/wihwwii1944_20240901_0013_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0013_th.jpg,,
wiharchive169,,W.I. (Bill) Hann and a Canadian soldier,Christopher Crocker,1944-08-13,,A photo of W.I. (Bill) Hann and an unidentifed [Canadian] soldier seated beside one another,1 black and white photograph; 9 x 6 cm,Photograph,Italy,41.558134,14.666419,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1944_20240901_0004_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0004_th.jpg,,
wiharchive170,wiharchive169,"W.I. (Bill) Hann and a Canadian soldier, front",,1944-08-13,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0004.jpg,WIHWWII1944_20240901_0004,objects/small/wihwwii1944_20240901_0004_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0004_th.jpg,,
wiharchive171,wiharchive169,"W.I. (Bill) Hann and a Canadian soldier, back",,1944-08-13,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0005.jpg,WIHWWII1944_20240901_0005,objects/small/wihwwii1944_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0005_th.jpg,,
wiharchive172,,Soldiers standing beside a truck driving through the mud,Christopher Crocker,1944,yes,A photo of a group of Newfoundland soldiers beside a truck driving through the mud taken in Italy,1 black and white photograph; 6 x 9 cm,Photograph,Italy,41.558134,14.666419,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1944_20240901_0006_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0006_th.jpg,,
wiharchive173,wiharchive172,"Soldiers standing beside a truck driving through the mud, front",,1944,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0006.jpg,WIHWWII1944_20240901_0006,objects/small/wihwwii1944_20240901_0006_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0006_th.jpg,,
wiharchive174,wiharchive172,"Soldiers standing beside a truck driving through the mud, back",,1944,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0007.jpg,WIHWWII1944_20240901_0007,objects/small/wihwwii1944_20240901_0007_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0007_th.jpg,,
wiharchive175,,Unidentified man,Christopher Crocker,1944,yes,A photo of an unidentified man taken in Italy,1 black and white photograph; 5 x 8.5 cm,Photograph,Italy,41.558134,14.666419,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1944_20240901_0008_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0008_th.jpg,,
wiharchive176,wiharchive175,"Unidentified man, front",,1944,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0008.jpg,WIHWWII1944_20240901_0008,objects/small/wihwwii1944_20240901_0008_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0008_th.jpg,,
wiharchive177,wiharchive175,"Unidentified man, back",,1944,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0009.jpg,WIHWWII1944_20240901_0009,objects/small/wihwwii1944_20240901_0009_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0009_th.jpg,,
wiharchive178,,Soldiers posing in front of St. Peter's Basilica,Christopher Crocker,1944,yes,A photo of a large group of soldiers with St. Peter's Basilica in the background including Murdoch Sweet kneeling sixth from the left,1 black and white photograph; 9 x 13.5 cm,Photograph,Vatican City,41.901134,12.453314,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1944_20240901_0010_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0010_th.jpg,,
wiharchive179,wiharchive178,"Soldiers posing in front of St. Peter's Basilica, front",,1944,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0010,WIHWWII1944_20240901_0010,objects/small/wihwwii1944_20240901_0010_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0010_th.jpg,,
wiharchive180,wiharchive178,"Soldiers posing in front of St. Peter's Basilica, back",,1944,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1944_20240901_0011.jpg,WIHWWII1944_20240901_0011,objects/small/wihwwii1944_20240901_0011_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0011_th.jpg,,
wiharchive181,,"Newspaper clipping from the Western Star, December 16, 1944",Christopher Crocker,1944-12-16,,"A newspaper clipping from ""The King's Men"" column in the December 16, 1944 issue of the Western Star",,Newspaper clipping,"Rome, Italy",41.902782,12.496366,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1944_20240901_0014.png,WIHWWII1944_20240901_0014,objects/small/wihwwii1944_20240901_0014_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0014_th.jpg,,
wiharchive182,,"Newspaper clipping from the Western Star, January 27, 1945",Christopher Crocker,1945-01-27,,"A newspaper clipping from ""The King's Men"" column in the January 27, 1945 issue of the Western Star",,Newspaper clipping,Italy,41.558134,14.666419,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1945_20240901_0009.png,WIHWWII1945_20240901_0009,objects/small/wihwwii1945_20240901_0009_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0009_th.jpg,,
wiharchive183,,Soliders sitting in a toboggan,Christopher Crocker,1945-02-01,,A photo of a group of soldiers taken in the Apennine mountains of Italy [seated on a sled/toboggan],1 black and white photograph; 7 x 10 cm,Photograph,Italy,41.558134,14.666419,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1945_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0001_th.jpg,,
wiharchive184,wiharchive183,"Soliders sitting in a toboggan, front",,1945-02-01,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1945_20240901_0001.jpg,WIHWWII1945_20240901_0001,objects/small/wihwwii1945_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0001_th.jpg,,
wiharchive185,wiharchive183,"Soliders sitting in a toboggan, back",,1945-02-01,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1945_20240901_0002.jpg,WIHWWII1945_20240901_0002,objects/small/wihwwii1945_20240901_0002_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0002_th.jpg,,
wiharchive186,,Soldiers standing in the snow,Christopher Crocker,1945-02-01,,A photo of a group of Newfoundland soldier taken somewhere in the Apennine mountains of Italty including W.I. (Bill) Hann crouching in front,1 black and white photograph; 6.5 x 10 cm,Photograph,Italy,41.558134,14.666419,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1945_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0003_th.jpg,,
wiharchive187,wiharchive186,"Soldiers standing in the snow, front",,1945-02-01,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1945_20240901_0003.jpg,WIHWWII1945_20240901_0003,objects/small/wihwwii1945_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0003_th.jpg,,
wiharchive188,wiharchive186,"Soldiers standing in the snow, back",,1945-02-01,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1945_20240901_0004.jpg,WIHWWII1945_20240901_0004,objects/small/wihwwii1945_20240901_0004_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0004_th.jpg,,
wiharchive189,,Letter from Paul Emrys Evans to Quintin Hogg,Christopher Crocker,1945-03-21,,A letter written by British politician Paul Emrys Evans sent to his colleague Quintin Hogg outlining a home leave scheme for Newfoundland soldiers,1 typewritten letter; black ink on paper; 2 pages; 20.5 x 19 cm,Letter,"London, England",51.503240,-0.127418,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1945_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0005_th.jpg,,
wiharchive190,wiharchive189,"Letter from Paul Emrys Evans to Quintin Hogg, front",,1945-03-21,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1945_20240901_0005.jpg,WIHWWII1945_20240901_0005,objects/small/wihwwii1945_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0005_th.jpg,,
wiharchive191,wiharchive189,"Letter from Paul Emrys Evans to Quintin Hogg, back",,1945-03-21,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1945_20240901_0006.jpg,WIHWWII1945_20240901_0006,objects/small/wihwwii1945_20240901_0006_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0006_th.jpg,,
wiharchive192,,"Newspaper clipping from the Western Star, June 8, 1945",Christopher Crocker,1945-06-08,,"A newspaper clipping from ""News About People"" column in the June 8, 1945 issue of the Western Star",,Newspaper clipping,"Corner Brook, NL",48.950001,-57.950001,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1945_20240901_0010.png,WIHWWII1945_20240901_0010,objects/small/wihwwii1945_20240901_0010_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0010_th.jpg,,
wiharchive193,,"Passenger list for the SS Bayano, July 12, 1945",Christopher Crocker,1945-07-12,,"A page from the passenger list for the SS Bayano's transatlantic journey, July 12, 1945, departing from Avonmouth bound for Halifax on which Mary R. Hann (née Mann) traveled to Canada to meet her husband W.I. (Bill) Hann",,Document,Atlantic Ocean,49.149845,-29.337307,National Archives UK,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1945_20240901_0011.jpg,WIHWWII1945_20240901_0011,objects/small/wihwwii1945_20240901_0011_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0011_th.jpg,,
wiharchive194,,"Newspaper clipping from the Montreal Herald, July, 1945",Christopher Crocker,1945-07,yes,A newspaper clipping featuring a photo of Mary (née Mann) and W.I. (Bill) Hann taken in Montréal in July 1945 the first time the two had met since shortly after their wedding in 1942,1 newspaper clipping laminated; 13 x 10.5 cm,Newspaper clipping,"Montreal, QC",45.508888,-73.561668,Private family collection,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1945_20240901_0007.jpg,WIHWWII1945_20240901_0007,objects/small/wihwwii1945_20240901_0007_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0007_th.jpg,,
wiharchive195,,W.I. (Bill) Hann's certificate of service,Christopher Crocker,1945-09-08,,W.I. (Bill) Hann's signed certificate of service from the Department of Defence,1 typewritten form laminated; black ink on yellow paper; 29 x 23 cm,Document,"St. John's, NL",47.560539,-52.712830,Private family collection,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1945_20240901_0008.jpg,WIHWWII1945_20240901_0008,objects/small/wihwwii1945_20240901_0008_sm.jpg,/objects/thumbs/wihwwii1945_20240901_0008_th.jpg,,
wiharchive196,,Portrait photo of W.I. (Bill) Hann in uniform,Christopher Crocker,Undated,,A portrait photo of W.I. (Bill) Hann in uniform,1 black and white photograph; 12.5 x 7.5 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0001_th.jpg,,
wiharchive197,wiharchive196,"Portrait photo of W.I. (Bill) Hann in uniform, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0001.jpg,WIHWWII1940-45_20240901_0001,objects/small/wihwwii1940-45_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0001_th.jpg,,
wiharchive198,wiharchive196,"Portrait photo of W.I. (Bill) Hann in uniform, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0002.jpg,WIHWWII1940-45_20240901_0002,objects/small/wihwwii1940-45_20240901_0002_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0002_th.jpg,,
wiharchive199,,Portrait photo of W.I. (Bill) Hann in uniform,Christopher Crocker,Undated,,A portrait photo of W.I. (Bill) Hann in uniform,1 black and white photograph; 8.5 x 7 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0003_th.jpg,,
wiharchive200,wiharchive199,"Portrait photo of W.I. (Bill) Hann in uniform, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0003.jpg,WIHWWII1940-45_20240901_0003,objects/small/wihwwii1940-45_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0003_th.jpg,,
wiharchive201,wiharchive199,"Portrait photo of W.I. (Bill) Hann in uniform, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0004.jpg,WIHWWII1940-45_20240901_0004,objects/small/wihwwii1940-45_20240901_0004_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0004_th.jpg,,
